分析标的,证券代码,分析时间,HV20,HV60,卖五深度(手),买五深度(手),流动性评估,所属行业,行业相关性,今日主力净流入(万元),近一周主力净流入(万元),扣非净利润,资金流向饼图
成飞集成,002190,2026-01-19 16:57:39,37.86%,37.04%,101200.0,74000.0,充裕,汽车零部件,nan,-10150.99,-17135.94,-6870.72万 (2024),data\002190_成飞集成\fund_flow_pie_002190_20260119.png
