分析标的,证券代码,分析时间,HV20,HV60,卖五深度(手),买五深度(手),流动性评估,所属行业,行业相关性,今日主力净流入(万元),近一周主力净流入(万元),扣非净利润,最新财报标题,最新财报发布日期,资金流向饼图
中芯国际,688981,2026-01-16 15:44:54,36.25%,35.05%,161000.0,22600.0,充裕,半导体,nan,-7863.62,-4801.91,26.45亿 (2024),中芯国际2025年第三季度报告,2025-11-14,data\688981_中芯国际\fund_flow_pie_688981_20260116.png
