分析标的,证券代码,分析时间,HV20,HV60,卖五深度(手),买五深度(手),流动性评估,所属行业,行业相关性,今日主力净流入(万元),近一周主力净流入(万元),扣非净利润,资金流向饼图
顺控发展,003039,2026-01-19 16:57:18,61.39%,40.31%,157200.0,175400.0,充裕,公用事业,nan,-1039.87,-3303.69,2.53亿 (2024),data\003039_顺控发展\fund_flow_pie_003039_20260119.png
