分析标的,证券代码,分析时间,HV20,HV60,卖五深度(手),买五深度(手),流动性评估,所属行业,行业相关性,今日主力净流入(万元),近一周主力净流入(万元),扣非净利润,最新财报标题,最新财报发布日期,资金流向饼图
航天机电,600151,2026-01-15 15:53:24,102.00%,79.17%,78800.0,2336500.0,充裕,光伏设备,nan,-608.79,-1082.32,-1.68亿 (2024),2025年第三季度报告,2025-10-31,D:\Trae Folder\lianghua\data\600151_航天机电\fund_flow_pie_600151_20260115.png
