分析标的,证券代码,分析时间,HV20,HV60,卖五深度(手),买五深度(手),流动性评估,所属行业,行业相关性,今日主力净流入(万元),近一周主力净流入(万元),扣非净利润,资金流向饼图
招商银行,600036,2026-01-20 10:17:11,13.88%,16.61%,146100.0,65900.0,充裕,银行,nan,24526.57,74098.38,1480.11亿 (2024),data\600036_招商银行\fund_flow_pie_600036_20260120.png
