分析标的,证券代码,分析时间,HV20,HV60,所属行业,行业相关性,今日主力净流入(万元),近一周主力净流入(万元),扣非净利润,资金流向饼图
九丰能源,605090,2025-12-29 16:18:42,62.07%,46.96%,燃气,nan,-31.65,299.97,13.50亿 (2024),data\605090_九丰能源\fund_flow_pie_605090_20251229.png
