日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-12-08,600096,31.6,31.29,31.74,30.9,430612,1343240435.0,2.67,-0.51,-0.16,2.36
2025-12-09,600096,31.13,30.85,31.25,30.71,316796,978801808.0,1.73,-1.41,-0.44,1.74
2025-12-10,600096,30.61,30.61,30.86,30.32,264596,809155108.0,1.75,-0.78,-0.24,1.45
2025-12-11,600096,30.84,30.68,31.55,30.61,410192,1273572235.0,3.07,0.23,0.07,2.25
2025-12-12,600096,30.6,29.72,30.77,29.71,699436,2095922219.0,3.46,-3.13,-0.96,3.84
2025-12-15,600096,29.5,29.72,30.07,29.32,373344,1111871423.0,2.52,0.0,0.0,2.05
2025-12-16,600096,29.7,28.77,29.72,28.6,344461,996710898.0,3.77,-3.2,-0.95,1.89
2025-12-17,600096,28.71,29.63,29.76,28.71,356059,1042742019.0,3.65,2.99,0.86,1.95
2025-12-18,600096,29.48,29.77,29.98,29.28,310712,924154045.0,2.36,0.47,0.14,1.7
2025-12-19,600096,29.74,29.85,30.21,29.48,351848,1052429783.0,2.45,0.27,0.08,1.93
2025-12-22,600096,30.09,30.71,30.82,30.08,387562,1181732297.0,2.48,2.88,0.86,2.13
2025-12-23,600096,30.71,30.81,31.03,30.3,354281,1087322410.0,2.38,0.33,0.1,1.94
2025-12-24,600096,30.82,30.79,30.83,30.32,284475,869964445.0,1.66,-0.06,-0.02,1.56
2025-12-25,600096,31.5,31.55,32.2,30.83,581676,1831959051.0,4.45,2.47,0.76,3.19
2025-12-26,600096,31.69,32.8,32.8,31.36,609875,1961341572.0,4.56,3.96,1.25,3.35
2025-12-29,600096,33.01,32.58,33.55,32.3,646771,2121988980.0,3.81,-0.67,-0.22,3.55
2025-12-30,600096,32.19,33.82,34.39,31.95,671039,2245203984.0,7.49,3.81,1.24,3.68
2025-12-31,600096,33.66,33.41,33.77,33.14,410569,1370789786.0,1.86,-1.21,-0.41,2.25
2026-01-05,600096,33.6,33.81,34.37,33.53,526608,1784902931.0,2.51,1.2,0.4,2.89
2026-01-06,600096,33.7,35.72,36.04,33.7,771398,2704227452.0,6.92,5.65,1.91,4.23
