分析标的,证券代码,分析时间,HV20,HV60,卖五深度(手),买五深度(手),流动性评估,所属行业,行业相关性,今日主力净流入(万元),近一周主力净流入(万元),扣非净利润,最新财报标题,最新财报发布日期,资金流向饼图
云天化,600096,2026-01-15 15:35:27,34.19%,42.46%,179200.0,3600.0,充裕,化肥行业,nan,-6179.96,-10365.70,51.90亿 (2024),云天化2025年半年度报告,2025-08-20,data\600096_云天化\fund_flow_pie_600096_20260115.png
