分析标的,证券代码,分析时间,HV20,HV60,卖五深度(手),买五深度(手),流动性评估,所属行业,行业相关性,今日主力净流入(万元),近一周主力净流入(万元),扣非净利润,资金流向饼图
云天化,600096,2026-01-06 16:12:49,36.63%,42.61%,41600.0,24900.0,充裕,化肥行业,nan,773.75,6794.12,51.90亿 (2024),data\600096_云天化\fund_flow_pie_600096_20260106.png
