分析标的,证券代码,分析时间,HV20,HV60,卖五深度(手),买五深度(手),流动性评估,所属行业,行业相关性,今日主力净流入(万元),近一周主力净流入(万元),扣非净利润,最新财报标题,最新财报发布日期,资金流向饼图
泰凌微,688591,2026-01-15 15:53:19,46.64%,41.11%,18100.0,55000.0,充裕,半导体,nan,-791.82,-1764.98,9083.34万 (2024),2025年第三季度报告,2025-10-28,D:\Trae Folder\lianghua\data\688591_泰凌微\fund_flow_pie_688591_20260115.png
