分析标的,证券代码,分析时间,HV20,HV60,卖五深度(手),买五深度(手),流动性评估,所属行业,行业相关性,今日主力净流入(万元),近一周主力净流入(万元),扣非净利润,资金流向饼图
东方新能,002310,2026-01-19 16:58:16,44.13%,38.85%,7480500.0,9308900.0,充裕,电力行业,nan,-934.44,1561.54,-49.55亿 (2024),data\002310_东方新能\fund_flow_pie_002310_20260119.png
