分析标的,证券代码,分析时间,HV20,HV60,卖五深度(手),买五深度(手),流动性评估,所属行业,行业相关性,今日主力净流入(万元),近一周主力净流入(万元),扣非净利润,资金流向饼图
立达信,605365,2026-01-19 16:57:30,64.31%,72.32%,207400.0,5600.0,充裕,家电行业,nan,-33.21,-609.37,3.60亿 (2024),data\605365_立达信\fund_flow_pie_605365_20260119.png
