分析标的,证券代码,分析时间,HV20,HV60,卖五深度(手),买五深度(手),流动性评估,所属行业,行业相关性,今日主力净流入(万元),近一周主力净流入(万元),扣非净利润,最新财报标题,最新财报发布日期,资金流向饼图
宝武镁业,002182,2026-01-15 15:35:03,39.21%,37.87%,227500.0,176300.0,充裕,有色金属,nan,-1001.10,-4733.55,1.17亿 (2024),2025年半年度报告,2025-08-28,data\002182_宝武镁业\fund_flow_pie_002182_20260115.png
