分析标的,证券代码,分析时间,HV20,HV60,卖五深度(手),买五深度(手),流动性评估,所属行业,行业相关性,今日主力净流入(万元),近一周主力净流入(万元),资金流向饼图
宝武镁业,002182,2025-12-26 14:09:04,32.37%,35.76%,257200.0,389900.0,充裕,有色金属,nan,-2441.56,-1105.72,data\002182_宝武镁业\fund_flow_pie_002182_20251226.png
