分析标的,证券代码,分析时间,HV20,HV60,卖五深度(手),买五深度(手),流动性评估,所属行业,行业相关性,今日主力净流入(万元),近一周主力净流入(万元),扣非净利润,资金流向饼图
达华智能,002512,2026-01-19 16:57:43,67.62%,93.16%,1492300.0,2777500.0,充裕,计算机设备,nan,-117.33,-4653.64,-7569.39万 (2024),data\002512_达华智能\fund_flow_pie_002512_20260119.png
