分析标的,证券代码,分析时间,HV20,HV60,卖五深度(手),买五深度(手),流动性评估,所属行业,行业相关性,今日主力净流入(万元),近一周主力净流入(万元),扣非净利润,最新财报标题,最新财报发布日期,资金流向饼图
嵘泰股份,605133,2026-01-19 15:41:14,31.16%,50.44%,19800.0,79300.0,充裕,汽车零部件,nan,-2761.79,-15901.61,1.38亿 (2024),嵘泰股份2025年第三季度报告,2025-10-30,data\605133_嵘泰股份\fund_flow_pie_605133_20260119.png
