分析标的,证券代码,分析时间,HV20,HV60,所属行业,行业相关性,今日主力净流入(万元),近一周主力净流入(万元),扣非净利润,最新财报标题,最新财报发布日期,资金流向饼图
招商银行,600036,2026-01-20 09:10:26,13.80%,16.62%,银行,nan,24526.57,74098.38,1480.11亿 (2024),N/A,N/A,data\600036_招商银行\fund_flow_pie_600036_20260120.png
