分析标的,证券代码,分析时间,HV20,HV60,卖五深度(手),买五深度(手),流动性评估,所属行业,行业相关性,今日主力净流入(万元),近一周主力净流入(万元),扣非净利润,资金流向饼图
海兴电力,603556,2025-12-29 16:49:47,29.06%,47.33%,32500.0,7300.0,充裕,电网设备,nan,278.97,3395.75,9.69亿 (2024),data\603556_海兴电力\fund_flow_pie_603556_20251229.png
