分析标的,证券代码,分析时间,HV20,HV60,所属行业,行业相关性,今日主力净流入(万元),近一周主力净流入(万元),扣非净利润,资金流向饼图
国电南自,600268,2026-01-19 16:57:48,42.11%,50.89%,电网设备,nan,-32075.02,-47097.82,3.28亿 (2024),data\600268_国电南自\fund_flow_pie_600268_20260119.png
