分析标的,证券代码,分析时间,HV20,HV60,卖五深度(手),买五深度(手),流动性评估,所属行业,行业相关性,今日主力净流入(万元),近一周主力净流入(万元),扣非净利润,最新财报标题,最新财报发布日期,资金流向饼图
德马科技,688360,2026-01-19 15:41:07,37.92%,43.95%,170500.0,59500.0,充裕,通用设备,nan,-6722.25,-10968.12,8316.93万 (2024),德马科技2025年第三季度报告,2025-10-31,data\688360_德马科技\fund_flow_pie_688360_20260119.png
