分析标的,证券代码,分析时间,HV20,HV60,卖五深度(手),买五深度(手),流动性评估,所属行业,行业相关性,今日主力净流入(万元),近一周主力净流入(万元),扣非净利润,资金流向饼图
明阳智能,601615,2025-12-29 16:18:45,21.97%,39.43%,166200.0,945000.0,充裕,风电设备,nan,-4479.47,-4508.89,1.75亿 (2024),data\601615_明阳智能\fund_flow_pie_601615_20251229.png
