分析标的,证券代码,分析时间,HV20,HV60,卖五深度(手),买五深度(手),流动性评估,所属行业,行业相关性,今日主力净流入(万元),近一周主力净流入(万元),扣非净利润,最新财报标题,最新财报发布日期,资金流向饼图
平安银行,000001,2026-01-15 17:26:59,10.49%,11.71%,2485100.0,4448200.0,充裕,银行,nan,1590.85,-17051.34,448.38亿 (2024),2025年半年度报告,2025-08-23,data\000001_平安银行\fund_flow_pie_000001_20260115.png
