分析标的,证券代码,分析时间,HV20,HV60,卖五深度(手),买五深度(手),流动性评估,所属行业,行业相关性,今日主力净流入(万元),近一周主力净流入(万元),扣非净利润,资金流向饼图
卧龙电驱,600580,2025-12-29 16:18:38,51.37%,50.58%,315000.0,169600.0,充裕,电机,nan,-6206.36,-29083.34,6.35亿 (2024),data\600580_卧龙电驱\fund_flow_pie_600580_20251229.png
