分析标的,证券代码,分析时间,HV20,HV60,卖五深度(手),买五深度(手),流动性评估,所属行业,行业相关性,今日主力净流入(万元),近一周主力净流入(万元),扣非净利润,资金流向饼图
金隅集团,601992,2026-01-19 16:57:35,84.30%,51.99%,10288100.0,17714800.0,充裕,水泥建材,nan,-592.86,-3320.71,-28.59亿 (2024),data\601992_金隅集团\fund_flow_pie_601992_20260119.png
