分析标的,证券代码,分析时间,HV20,HV60,卖五深度(手),买五深度(手),流动性评估,所属行业,行业相关性,今日主力净流入(万元),近一周主力净流入(万元),扣非净利润,资金流向饼图
士兰微,600460,2026-01-19 16:58:11,22.21%,26.25%,241300.0,142300.0,充裕,半导体,nan,6703.37,17325.68,2.52亿 (2024),data\600460_士兰微\fund_flow_pie_600460_20260119.png
