分析标的,证券代码,分析时间,HV20,HV60,卖五深度(手),买五深度(手),流动性评估,所属行业,行业相关性,今日主力净流入(万元),近一周主力净流入(万元),市盈率(TTM),市净率(MRQ),股息率,总市值,流通市值,成交额,涨跌幅,营业总收入,营业利润,归母净利润,扣非净利润,商誉,基本每股收益,每股净资产,每股经营现金流,总股本,流通股本,资金流向饼图
山子高科,000981,2026-01-20 12:43:11,84.44%,68.56%,10197400.0,9589700.0,充裕,汽车零部件,nan,-1713.94,-21113.94,92.18,31.89,N/A,536.86亿,510.87亿,62.63亿,5.71%,49.70亿,N/A,N/A,-13.92亿,N/A,-0.1700,0.12,0.07,99.97亿股,95.13亿股,data\000981_山子高科\fund_flow_pie_000981_20260120.png
