分析标的,证券代码,分析时间,HV20,HV60,卖五深度(手),买五深度(手),流动性评估,所属行业,行业相关性,今日主力净流入(万元),近一周主力净流入(万元),资金流向饼图
奥瑞金,002701,2025-12-26 14:19:34,27.29%,32.78%,1153900.0,870400.0,充裕,包装材料,nan,-2766.24,-2289.17,data\002701_奥瑞金\fund_flow_pie_002701_20251226.png
