分析标的,证券代码,分析时间,HV20,HV60,卖五深度(手),买五深度(手),流动性评估,所属行业,行业相关性,今日主力净流入(万元),近一周主力净流入(万元),扣非净利润,最新财报标题,最新财报发布日期,资金流向饼图
奥瑞金,002701,2026-01-15 16:05:22,21.04%,23.97%,1093800.0,4205200.0,充裕,包装材料,nan,72.35,-1742.29,7.62亿 (2024),N/A,N/A,data\002701_奥瑞金\fund_flow_pie_002701_20260115.png
