分析标的,证券代码,分析时间,HV20,HV60,卖五深度(手),买五深度(手),流动性评估,所属行业,行业相关性,今日主力净流入(万元),近一周主力净流入(万元),扣非净利润,资金流向饼图
钢研高纳,300034,2025-12-31 16:47:21,42.13%,30.91%,460000.0,80000.0,充裕,有色金属,nan,-144.17,-3765.69,2.32亿 (2024),data\300034_钢研高纳\fund_flow_pie_300034_20251231.png
